Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,
1,201,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,202,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,203,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,204,Assam,"Silchar Med Coll, Silchar",GENERAL MEDICINE,AIQ,GEN,"?25,900","?55,200",2,"?20,00,000",1256,
1,206,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,207,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,OBC,"?34,500","?1,09,926",0,? 0,967,
1,208,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,209,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,210,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,211,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,212,Goa,"Goa Med Coll, Panaji",ORTHOPAEDICS,AIQ,GEN,"?1,22,522","?80,000",1,"?50,00,000",1160,
1,213,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,214,Delhi,"VMMC, Delhi",ORTHOPAEDICS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,215,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,216,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,217,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,218,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",2126,
1,219,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,OBC,"?30,000","? 100,800",1,"?40,00,000",1557,
1,220,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",RADIO DIAGNOSIS,AIQ,GEN,"?11,000","? 80,000",0,?0,1200,
1,221,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,222,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,223,Kerala,"Govt Med Coll, Kozhikode",DERMATOLOGY,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,225,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,226,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,227,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,228,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,229,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1050,
1,230,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,231,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,232,Gujarat,"Govt Med Coll, Surat",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1150,
1,233,Rajasthan,"RNT, Udaipur",DERMATOLOGY,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",2206,
1,234,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,"?1,05,500","? 105,840",1,"?25,00,000",614,
1,235,West Bengal,"IPGMER, Kolkata",DERMATOLOGY,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,236,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,237,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,238,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,239,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,EWS,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,241,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",7285,
1,242,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,243,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,244,Rajasthan,"SMS, Jaipur",DERMATOLOGY,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,245,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1737,
1,246,Maharashtra,"Tata Memorial, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,05,500","? 105,840",1,"?25,00,000",614,
1,247,Tamil Nadu,"SankaraNethralaya, Pycrofts,CHN",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"? 125,000","? 48,000",0,? 0,86,
1,248,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,249,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,OBC,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,250,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",3518,
1,251,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,252,Gujarat,"Medical College, Baroda",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1250,
1,253,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,254,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,255,Maharashtra,"Grant Med Coll, Mumbai",DERMATOLOGY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,256,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DERMATOLOGY,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,257,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,258,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,259,Kerala,"Govt Med Coll, Kottayam",RADIO DIAGNOSIS,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",2094,
1,260,Gujarat,"Medical College, Baroda",RADIO DIAGNOSIS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1250,
1,261,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,262,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,263,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,AIQ,GEN,"?1,01,500","? 75,444",1,"?10,00,000",1300,
1,264,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1866,
1,265,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,266,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,AIQ,GEN,"?1,25,000","?1,04,346",0,?0,2080,
1,267,Karnataka,"KIMS, Hubli",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1200,
1,268,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,269,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,270,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,271,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,272,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,273,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,274,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,275,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,276,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,EWS,"?30,000","? 100,800",1,"?40,00,000",1557,
1,278,Goa,"Goa Med Coll, Panaji",GENERAL MEDICINE,AIQ,GEN,"?1,22,522","?80,000",1,"?50,00,000",1160,
1,279,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,280,Maharashtra,"BJMC, Pune",RADIO DIAGNOSIS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",1296,
1,281,Gujarat,"Medical College, Baroda",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1250,
1,282,Kerala,"Medical College, Trivandrum",DERMATOLOGY,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,283,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,284,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,285,Kerala,"Govt Med Coll, Kozhikode",PAEDIATRICS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,286,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,287,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,288,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,289,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,290,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,OBC,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,291,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,292,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,"?1,05,500","? 105,840",1,"?25,00,000",614,
1,293,Delhi,"VMMC, Delhi",DERMATOLOGY,AIQ,OBC,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,294,Maharashtra,"Topiwala, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1300,
1,295,Maharashtra,"Grant Med Coll, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,296,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,297,Meghalaya,"NEIGRIHMS, Shillong",RADIO DIAGNOSIS,AIQ,GEN,"?16,300","?1,25,000",0,? 0,594,
1,298,Maharashtra,"BJMC, Pune",DERMATOLOGY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1296,
1,299,Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",940,
1,300,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1866,
1,301,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",2094,
1,302,Kerala,"Govt Med Coll, Kottayam",DERMATOLOGY,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2094,
1,303,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",RADIO DIAGNOSIS,AIQ,GEN,"?11,000","? 80,000",0,?0,1200,
1,304,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,305,Tamil Nadu,"Madras Med Coll, Chennai",PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,306,Maharashtra,"Grant Med Coll, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,307,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,308,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,309,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,310,Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",1570,
1,311,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",7285,
1,313,Kerala,"Medical College, Trivandrum",GENERAL SURGERY,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,314,Delhi,"MAMC, Delhi",GENERAL SURGERY,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,315,Uttar Pradesh,"KGMU, Lucknow",GENERAL MEDICINE,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,316,Karnataka,"KIMS, Hubli",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1200,
1,317,Rajasthan,"Govt Med Coll, Kota",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",2581,
1,319,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1866,
1,320,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,321,Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",940,
1,322,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,323,Tamil Nadu,"Madras Med Coll, Chennai",OBG,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,324,Delhi,"Lady Hardinge, Delhi",OBG,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,325,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,326,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,AIQ,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,327,Karnataka,"KIMS, Hubli",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1200,
1,328,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,DU,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,329,Gujarat,"BJMC, Ahmedabad",OBG,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,331,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",7285,
1,332,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,333,Maharashtra,"Grant Med Coll, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,334,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,EWS,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,335,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,EWS,"?48,226","?1,12,054",0,? 0,2424,
1,336,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,OBC,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,337,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,338,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",2126,
1,339,Delhi,"VMMC, Delhi",ORTHOPAEDICS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,340,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,341,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,342,Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 60,823",0,?0,1150,
1,343,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,OBC,"?35,000","? 115,506",2,"?40,00,000",1609,
1,344,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,OBC,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,345,Odisha,"SCB, Cuttack",GENERAL MEDICINE,AIQ,GEN,"?35,000","? 73,042",2,"?55,09,464",2106,
1,346,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,347,Bihar,"IGIMS, Patna",GENERAL MEDICINE,AIQ,GEN,"?1,60,000","?1,22,878",0,? 0,1170,
1,348,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1866,
1,349,Uttar Pradesh,"KGMU, Lucknow",GENERAL MEDICINE,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,350,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,351,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,352,Kerala,"TD Med Coll, Allepey",RADIO DIAGNOSIS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",1050,
1,353,Gujarat,"BJMC, Ahmedabad",OBG,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,354,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,355,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,356,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,357,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1866,
1,358,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,AIQ,GEN,"?1,25,000","?1,04,346",0,?0,2080,
1,359,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,360,Himachal Pradesh,"IGMC, Shimla",RADIO DIAGNOSIS,AIQ,GEN,"?24,000","?40,000",2,"?40,00,000",1031,
1,361,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"?47,220","?1,32,336",1,"? 2,000,000",1000,
1,362,Bihar,"IGIMS, Patna",GENERAL MEDICINE,AIQ,GEN,"?1,60,000","?1,22,878",0,? 0,1170,
1,363,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,AMU,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,364,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DERMATOLOGY,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,365,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,366,Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",940,
1,367,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,368,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,369,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,370,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,371,Uttar Pradesh,"IMS(BHU), Varanasi",DERMATOLOGY,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,372,Telangana,"ESIC Med Coll,Sanath Nagar",GENERAL MEDICINE,AIQ,GEN,"?2,50,000","? 130,653",2,"?10,00,000",690,
1,373,Uttar Pradesh,"KGMU, Lucknow",GENERAL MEDICINE,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,374,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,375,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",1050,
1,376,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,377,Kerala,"TD Med Coll, Allepey",RADIO DIAGNOSIS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",1050,
1,379,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,380,Bihar,"IGIMS, Patna",RADIO DIAGNOSIS,AIQ,OBC,"?1,60,000","?1,22,878",0,? 0,1170,
1,381,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,382,Maharashtra,"Seth GS, Mumbai",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,383,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,384,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,385,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,386,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,"?1,05,500","? 105,840",1,"?25,00,000",614,
1,387,Maharashtra,"BJMC, Pune",DERMATOLOGY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1296,
1,388,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,389,Gujarat,"Medical College, Baroda",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1250,
1,390,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,EWS,"?47,220","?1,32,336",1,"? 2,000,000",1000,
1,391,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,OBC,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,392,Uttar Pradesh,"IMS(BHU), Varanasi",DERMATOLOGY,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,393,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?85,000",0,? 0,550,
1,394,Chandigarh,"GMC, Chandigarh",DERMATOLOGY,AIQ,GEN,"?34,500","?1,09,926",0,? 0,967,
1,395,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,AIQ,OBC,"?54,700","?1,14,975",0,? 0,1269,
1,397,Rajasthan,"SNMC, Jodhpur",RADIO DIAGNOSIS,AIQ,OBC,"?14,093","?87,216",2,"? 15,000,000",3101,
1,398,Rajasthan,"SMS, Jaipur",DERMATOLOGY,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,399,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,400,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,AIQ,GEN,"?2,50,000","? 130,653",2,"?10,00,000",690,
